index,sample_id,label,attack,score_clean,prior_clean,energy_clean,score_adv,prior_adv,energy_adv,delta_score,delta_energy
2381,vase_0529,37,ifgm_pointnet,126241.5,4512.30126953125,-121729.1953125,126500.75,4506.60791015625,-121994.140625,259.25,-264.9453125
2382,vase_0530,37,ifgm_pointnet,151624.65625,2202.742431640625,-149421.90625,151624.65625,2202.769287109375,-149421.890625,0.0,0.015625
2383,vase_0531,37,ifgm_pointnet,145601.796875,2640.7392578125,-142961.0625,145392.46875,2642.51220703125,-142749.953125,-209.328125,211.109375
2384,vase_0532,37,ifgm_pointnet,137105.046875,1882.8104248046875,-135222.234375,137130.125,1828.585205078125,-135301.546875,25.078125,-79.3125
2385,vase_0533,37,ifgm_pointnet,137382.5625,1965.205810546875,-135417.359375,137331.359375,1923.543212890625,-135407.8125,-51.203125,9.546875
2386,vase_0534,37,ifgm_pointnet,130717.3984375,3585.93798828125,-127131.4609375,130720.7734375,3585.909912109375,-127134.8671875,3.375,-3.40625
2387,vase_0535,37,ifgm_pointnet,146385.21875,2177.09033203125,-144208.125,146015.375,2179.463623046875,-143835.90625,-369.84375,372.21875
2388,vase_0536,37,ifgm_pointnet,121687.7109375,3415.296630859375,-118272.4140625,121630.890625,3413.004150390625,-118217.8828125,-56.8203125,54.53125
2389,vase_0537,37,ifgm_pointnet,128868.171875,2640.08837890625,-126228.0859375,128868.171875,2640.0908203125,-126228.078125,0.0,0.0078125
2390,vase_0538,37,ifgm_pointnet,148720.125,2163.74365234375,-146556.375,147348.703125,2138.430419921875,-145210.265625,-1371.421875,1346.109375
2391,vase_0539,37,ifgm_pointnet,131631.109375,2737.17431640625,-128893.9375,130857.234375,2686.856201171875,-128170.375,-773.875,723.5625
2392,vase_0540,37,ifgm_pointnet,145947.390625,2346.46875,-143600.921875,145521.671875,2349.742919921875,-143171.921875,-425.71875,429.0
2393,vase_0541,37,ifgm_pointnet,154294.796875,2288.5771484375,-152006.21875,153947.015625,2295.015625,-151652.0,-347.78125,354.21875
2394,vase_0542,37,ifgm_pointnet,150313.3125,2335.29541015625,-147978.015625,150036.0625,2335.895751953125,-147700.171875,-277.25,277.84375
2395,vase_0543,37,ifgm_pointnet,134591.578125,2838.30859375,-131753.265625,134591.578125,2838.3095703125,-131753.265625,0.0,0.0
2396,vase_0544,37,ifgm_pointnet,162454.75,2328.449462890625,-160126.296875,162481.609375,2324.338623046875,-160157.265625,26.859375,-30.96875
2397,vase_0545,37,ifgm_pointnet,130826.8125,2718.7578125,-128108.0546875,130826.8125,2718.758056640625,-128108.0546875,0.0,0.0
2398,vase_0546,37,ifgm_pointnet,143957.875,2473.723876953125,-141484.15625,143599.859375,2474.01123046875,-141125.84375,-358.015625,358.3125
2399,vase_0547,37,ifgm_pointnet,149290.015625,1950.7564697265625,-147339.265625,149180.703125,1954.74951171875,-147225.953125,-109.3125,113.3125
2400,vase_0548,37,ifgm_pointnet,130639.4375,2716.030517578125,-127923.40625,130639.4375,2716.026123046875,-127923.4140625,0.0,-0.0078125
2401,vase_0549,37,ifgm_pointnet,149345.484375,1932.3282470703125,-147413.15625,149401.140625,1939.7794189453125,-147461.359375,55.65625,-48.203125
2402,vase_0550,37,ifgm_pointnet,155462.0625,1918.890869140625,-153543.171875,155291.625,1919.188720703125,-153372.4375,-170.4375,170.734375
2403,vase_0551,37,ifgm_pointnet,129816.4921875,3286.811279296875,-126529.6796875,129816.4921875,3286.812255859375,-126529.6796875,0.0,0.0
2404,vase_0552,37,ifgm_pointnet,154584.78125,1820.2864990234375,-152764.5,154281.421875,1820.6322021484375,-152460.796875,-303.359375,303.703125
2405,vase_0553,37,ifgm_pointnet,129954.0625,2965.318359375,-126988.7421875,129954.0625,2965.317626953125,-126988.7421875,0.0,0.0
2406,vase_0554,37,ifgm_pointnet,132747.640625,2356.99365234375,-130390.6484375,132293.609375,2332.265869140625,-129961.34375,-454.03125,429.3046875
2407,vase_0555,37,ifgm_pointnet,154962.203125,2146.194091796875,-152816.015625,154818.4375,2135.187744140625,-152683.25,-143.765625,132.765625
2408,vase_0556,37,ifgm_pointnet,158182.84375,2229.741943359375,-155953.109375,157833.921875,2214.291259765625,-155619.625,-348.921875,333.484375
2409,vase_0557,37,ifgm_pointnet,148536.921875,2124.024658203125,-146412.890625,148541.125,2123.7294921875,-146417.390625,4.203125,-4.5
2410,vase_0558,37,ifgm_pointnet,164783.90625,2152.6767578125,-162631.234375,164673.96875,2152.883544921875,-162521.078125,-109.9375,110.15625
2411,vase_0559,37,ifgm_pointnet,128252.265625,2947.912841796875,-125304.3515625,128252.265625,2947.9169921875,-125304.3515625,0.0,0.0
2412,vase_0560,37,ifgm_pointnet,140078.34375,2873.830078125,-137204.515625,140078.34375,2873.830810546875,-137204.515625,0.0,0.0
2413,vase_0561,37,ifgm_pointnet,150163.5,1831.3072509765625,-148332.1875,150342.484375,1828.17041015625,-148514.3125,178.984375,-182.125
2414,vase_0562,37,ifgm_pointnet,143404.140625,2286.820068359375,-141117.328125,143396.53125,2287.712890625,-141108.8125,-7.609375,8.515625
2415,vase_0563,37,ifgm_pointnet,126879.671875,3419.0361328125,-123460.6328125,126411.2421875,3436.299560546875,-122974.9453125,-468.4296875,485.6875
2416,vase_0564,37,ifgm_pointnet,152097.953125,1484.3072509765625,-150613.640625,152160.78125,1486.230712890625,-150674.546875,62.828125,-60.90625
2417,vase_0565,37,ifgm_pointnet,142619.546875,2921.29345703125,-139698.25,141714.0,2895.135498046875,-138818.859375,-905.546875,879.390625
2418,vase_0566,37,ifgm_pointnet,126590.2421875,3342.94970703125,-123247.2890625,126495.7109375,3328.251708984375,-123167.4609375,-94.53125,79.828125
2419,vase_0567,37,ifgm_pointnet,167689.328125,1436.3477783203125,-166252.984375,167523.90625,1438.877685546875,-166085.03125,-165.421875,167.953125
2420,vase_0568,37,ifgm_pointnet,165926.828125,1285.688720703125,-164641.140625,165926.828125,1285.689697265625,-164641.140625,0.0,0.0
2421,vase_0569,37,ifgm_pointnet,137199.078125,2298.606201171875,-134900.46875,137054.28125,2301.357177734375,-134752.921875,-144.796875,147.546875
2422,vase_0570,37,ifgm_pointnet,133855.515625,2902.509765625,-130953.0078125,133735.1875,2908.507568359375,-130826.6796875,-120.328125,126.328125
2423,vase_0571,37,ifgm_pointnet,160745.203125,1375.789794921875,-159369.40625,160277.96875,1360.0985107421875,-158917.875,-467.234375,451.53125
2424,vase_0572,37,ifgm_pointnet,159030.28125,2158.23974609375,-156872.046875,158861.84375,2156.380126953125,-156705.46875,-168.4375,166.578125
2425,vase_0573,37,ifgm_pointnet,131725.5,2030.577392578125,-129694.921875,131342.390625,2013.1947021484375,-129329.1953125,-383.109375,365.7265625
2426,vase_0574,37,ifgm_pointnet,163210.734375,1685.9693603515625,-161524.765625,162844.15625,1685.031005859375,-161159.125,-366.578125,365.640625
2427,vase_0575,37,ifgm_pointnet,135166.75,2141.38134765625,-133025.375,135019.828125,2142.688720703125,-132877.140625,-146.921875,148.234375
2428,wardrobe_0088,38,ifgm_pointnet,147795.59375,2736.020263671875,-145059.578125,147559.96875,2742.149169921875,-144817.8125,-235.625,241.765625
2429,wardrobe_0089,38,ifgm_pointnet,140900.328125,2819.0234375,-138081.3125,140741.78125,2822.30908203125,-137919.46875,-158.546875,161.84375
2430,wardrobe_0090,38,ifgm_pointnet,148004.109375,2394.370361328125,-145609.734375,147833.640625,2406.415283203125,-145427.21875,-170.46875,182.515625
2431,wardrobe_0091,38,ifgm_pointnet,139098.15625,1985.9163818359375,-137112.234375,139098.15625,1985.934326171875,-137112.21875,0.0,0.015625
2432,wardrobe_0092,38,ifgm_pointnet,146726.21875,2358.478759765625,-144367.734375,146692.234375,2358.782470703125,-144333.453125,-33.984375,34.28125
2433,wardrobe_0093,38,ifgm_pointnet,147555.4375,2645.682861328125,-144909.75,147475.625,2643.078125,-144832.546875,-79.8125,77.203125
2434,wardrobe_0094,38,ifgm_pointnet,132529.703125,2652.958984375,-129876.7421875,132539.109375,2652.88720703125,-129886.21875,9.40625,-9.4765625
2435,wardrobe_0095,38,ifgm_pointnet,146998.984375,2280.174072265625,-144718.8125,146998.984375,2280.107421875,-144718.875,0.0,-0.0625
2436,wardrobe_0096,38,ifgm_pointnet,147011.03125,2185.686279296875,-144825.34375,146842.375,2189.768798828125,-144652.609375,-168.65625,172.734375
2437,wardrobe_0097,38,ifgm_pointnet,150879.515625,2551.853759765625,-148327.65625,150670.453125,2554.9580078125,-148115.5,-209.0625,212.15625
2438,wardrobe_0098,38,ifgm_pointnet,150477.484375,2840.115478515625,-147637.375,150469.046875,2839.203369140625,-147629.84375,-8.4375,7.53125
2439,wardrobe_0099,38,ifgm_pointnet,147403.796875,2635.806396484375,-144767.984375,147263.453125,2639.278076171875,-144624.171875,-140.34375,143.8125
2440,wardrobe_0100,38,ifgm_pointnet,144493.296875,2469.061279296875,-142024.234375,144444.625,2469.85693359375,-141974.765625,-48.671875,49.46875
2441,wardrobe_0101,38,ifgm_pointnet,155914.09375,2657.91064453125,-153256.1875,155918.234375,2657.6474609375,-153260.59375,4.140625,-4.40625
2442,wardrobe_0102,38,ifgm_pointnet,149916.5,1566.8253173828125,-148349.671875,149767.578125,1568.44189453125,-148199.140625,-148.921875,150.53125
2443,wardrobe_0103,38,ifgm_pointnet,143566.984375,2816.994384765625,-140749.984375,143323.21875,2822.683837890625,-140500.53125,-243.765625,249.453125
2444,wardrobe_0104,38,ifgm_pointnet,148791.6875,2372.85791015625,-146418.828125,148595.875,2379.05615234375,-146216.8125,-195.8125,202.015625
2445,wardrobe_0105,38,ifgm_pointnet,146368.203125,2585.342041015625,-143782.859375,146368.203125,2585.269287109375,-143782.9375,0.0,-0.078125
2446,wardrobe_0106,38,ifgm_pointnet,147169.71875,2585.611083984375,-144584.109375,146939.265625,2590.4306640625,-144348.828125,-230.453125,235.28125
2447,wardrobe_0107,38,ifgm_pointnet,147450.96875,2496.047119140625,-144954.921875,147267.484375,2501.74853515625,-144765.734375,-183.484375,189.1875
2448,xbox_0104,39,ifgm_pointnet,146713.71875,2471.96337890625,-144241.75,146578.390625,2479.7734375,-144098.625,-135.328125,143.125
2449,xbox_0105,39,ifgm_pointnet,140584.34375,2531.20849609375,-138053.140625,140577.015625,2531.170654296875,-138045.84375,-7.328125,7.296875
2450,xbox_0106,39,ifgm_pointnet,148809.625,2294.6640625,-146514.96875,148761.78125,2296.4560546875,-146465.328125,-47.84375,49.640625
2451,xbox_0107,39,ifgm_pointnet,148122.375,2467.405029296875,-145654.96875,148077.484375,2466.30419921875,-145611.1875,-44.890625,43.78125
2452,xbox_0108,39,ifgm_pointnet,145566.9375,2517.19287109375,-143049.75,145575.78125,2517.166015625,-143058.609375,8.84375,-8.859375
2453,xbox_0109,39,ifgm_pointnet,131090.4375,2040.408203125,-129050.03125,131009.6953125,2043.4857177734375,-128966.2109375,-80.7421875,83.8203125
2454,xbox_0110,39,ifgm_pointnet,147531.984375,2447.979736328125,-145084.0,147046.46875,2455.171875,-144591.296875,-485.515625,492.703125
2455,xbox_0111,39,ifgm_pointnet,143794.703125,1993.6181640625,-141801.078125,143615.71875,1997.078369140625,-141618.640625,-178.984375,182.4375
2456,xbox_0112,39,ifgm_pointnet,146887.84375,2600.390625,-144287.453125,146742.53125,2609.331787109375,-144133.203125,-145.3125,154.25
2457,xbox_0113,39,ifgm_pointnet,135071.828125,2561.90625,-132509.921875,134920.125,2570.916259765625,-132349.203125,-151.703125,160.71875
2458,xbox_0114,39,ifgm_pointnet,147531.984375,2478.91796875,-145053.0625,147361.46875,2489.9619140625,-144871.5,-170.515625,181.5625
2459,xbox_0115,39,ifgm_pointnet,163258.203125,2087.502197265625,-161170.703125,163258.203125,2087.51318359375,-161170.6875,0.0,0.015625
2460,xbox_0116,39,ifgm_pointnet,146608.15625,2347.629150390625,-144260.53125,146518.640625,2350.80419921875,-144167.84375,-89.515625,92.6875
2461,xbox_0117,39,ifgm_pointnet,145051.90625,2631.775146484375,-142420.125,145051.90625,2631.690673828125,-142420.21875,0.0,-0.09375
2462,xbox_0118,39,ifgm_pointnet,148809.625,2283.71923828125,-146525.90625,148681.609375,2283.681884765625,-146397.921875,-128.015625,127.984375
2463,xbox_0119,39,ifgm_pointnet,147493.3125,2554.510986328125,-144938.796875,147361.46875,2563.971435546875,-144797.5,-131.84375,141.296875
2464,xbox_0120,39,ifgm_pointnet,149030.265625,2359.375244140625,-146670.890625,149030.265625,2359.330078125,-146670.9375,0.0,-0.046875
2465,xbox_0121,39,ifgm_pointnet,140900.328125,1935.9254150390625,-138964.40625,140900.328125,1935.9150390625,-138964.40625,0.0,0.0
2466,xbox_0122,39,ifgm_pointnet,141931.859375,2685.156494140625,-139246.703125,141869.96875,2692.327392578125,-139177.640625,-61.890625,69.0625
2467,xbox_0123,39,ifgm_pointnet,148186.484375,1938.3822021484375,-146248.109375,147894.46875,1934.07958984375,-145960.390625,-292.015625,287.71875
0,airplane_0627,0,ifgm_dgcnn,186003.078125,1409.1197509765625,-184593.953125,184721.875,1418.3602294921875,-183303.515625,-1281.203125,1290.4375
1,airplane_0628,0,ifgm_dgcnn,186863.5625,1443.452392578125,-185420.109375,184377.15625,1459.7813720703125,-182917.375,-2486.40625,2502.734375
2,airplane_0629,0,ifgm_dgcnn,176684.90625,1413.578125,-175271.328125,175024.578125,1424.2464599609375,-173600.328125,-1660.328125,1671.0
3,airplane_0630,0,ifgm_dgcnn,193840.8125,1497.4056396484375,-192343.40625,191686.34375,1510.58837890625,-190175.75,-2154.46875,2167.65625
4,airplane_0631,0,ifgm_dgcnn,167766.390625,1379.2630615234375,-166387.125,165593.90625,1390.616943359375,-164203.296875,-2172.484375,2183.828125
5,airplane_0632,0,ifgm_dgcnn,191890.703125,1653.9273681640625,-190236.78125,189441.09375,1668.8353271484375,-187772.265625,-2449.609375,2464.515625
6,airplane_0633,0,ifgm_dgcnn,193261.828125,1585.614013671875,-191676.21875,190017.734375,1599.776123046875,-188417.953125,-3244.09375,3258.265625
7,airplane_0634,0,ifgm_dgcnn,191328.328125,1308.9100341796875,-190019.421875,189733.234375,1321.427734375,-188411.8125,-1595.09375,1607.609375
8,airplane_0635,0,ifgm_dgcnn,191883.953125,1477.38134765625,-190406.578125,190475.265625,1492.5980224609375,-188982.671875,-1408.6875,1423.90625
9,airplane_0636,0,ifgm_dgcnn,193644.90625,1315.33740234375,-192329.5625,191957.5,1327.4246826171875,-190630.078125,-1687.40625,1699.484375
10,airplane_0637,0,ifgm_dgcnn,184173.15625,1592.5076904296875,-182580.65625,182043.3125,1610.6307373046875,-180432.6875,-2129.84375,2147.96875
11,airplane_0638,0,ifgm_dgcnn,181238.71875,1276.9576416015625,-179961.765625,179537.609375,1288.9664306640625,-178248.640625,-1701.109375,1713.125
12,airplane_0639,0,ifgm_dgcnn,182168.328125,1343.605224609375,-180824.71875,180680.984375,1349.48828125,-179331.5,-1487.34375,1493.21875
13,airplane_0640,0,ifgm_dgcnn,193585.28125,1542.804443359375,-192042.484375,189048.40625,1562.548828125,-187485.859375,-4536.875,4556.625
14,airplane_0641,0,ifgm_dgcnn,181063.859375,1516.45703125,-179547.40625,178567.25,1533.9073486328125,-177033.34375,-2496.609375,2514.0625
15,airplane_0642,0,ifgm_dgcnn,195320.46875,1425.6812744140625,-193894.78125,193474.28125,1441.4173583984375,-192032.859375,-1846.1875,1861.921875
16,airplane_0643,0,ifgm_dgcnn,192920.609375,1548.749755859375,-191371.859375,187932.390625,1573.4771728515625,-186358.90625,-4988.21875,5012.953125
17,airplane_0644,0,ifgm_dgcnn,192429.46875,1472.5738525390625,-190956.890625,189764.421875,1485.1942138671875,-188279.234375,-2665.046875,2677.65625
18,airplane_0645,0,ifgm_dgcnn,177919.34375,1289.3118896484375,-176630.03125,174713.71875,1305.6329345703125,-173408.078125,-3205.625,3221.953125
19,airplane_0646,0,ifgm_dgcnn,190122.4375,1311.7677001953125,-188810.671875,186713.90625,1323.6199951171875,-185390.28125,-3408.53125,3420.390625
20,airplane_0647,0,ifgm_dgcnn,178580.40625,1505.314697265625,-177075.09375,178009.296875,1516.227783203125,-176493.0625,-571.109375,582.03125
21,airplane_0648,0,ifgm_dgcnn,193705.03125,1495.61865234375,-192209.40625,192450.5625,1506.5845947265625,-190943.984375,-1254.46875,1265.421875
22,airplane_0649,0,ifgm_dgcnn,167259.59375,1823.2862548828125,-165436.3125,166603.1875,1832.970458984375,-164770.21875,-656.40625,666.09375
23,airplane_0650,0,ifgm_dgcnn,193048.25,1532.24560546875,-191516.0,190907.578125,1551.3565673828125,-189356.21875,-2140.671875,2159.78125
24,airplane_0651,0,ifgm_dgcnn,191060.640625,1427.2314453125,-189633.40625,188502.3125,1445.8173828125,-187056.5,-2558.328125,2576.90625
25,airplane_0652,0,ifgm_dgcnn,186268.171875,1338.6422119140625,-184929.53125,182580.703125,1358.665771484375,-181222.03125,-3687.46875,3707.5
26,airplane_0653,0,ifgm_dgcnn,195238.109375,1420.8934326171875,-193817.21875,193166.578125,1435.84521484375,-191730.734375,-2071.53125,2086.484375
27,airplane_0654,0,ifgm_dgcnn,194589.921875,1429.53369140625,-193160.390625,192469.71875,1445.225341796875,-191024.5,-2120.203125,2135.890625
28,airplane_0655,0,ifgm_dgcnn,194369.4375,1536.1474609375,-192833.296875,192545.8125,1559.05419921875,-190986.765625,-1823.625,1846.53125
29,airplane_0656,0,ifgm_dgcnn,171489.15625,1509.930908203125,-169979.21875,169990.796875,1527.0775146484375,-168463.71875,-1498.359375,1515.5
30,airplane_0657,0,ifgm_dgcnn,158898.671875,747.01806640625,-158151.65625,158196.1875,751.0862426757812,-157445.09375,-702.484375,706.5625
31,airplane_0658,0,ifgm_dgcnn,174531.328125,1393.2808837890625,-173138.046875,172864.8125,1406.07421875,-171458.734375,-1666.515625,1679.3125
32,airplane_0659,0,ifgm_dgcnn,185965.3125,1558.696044921875,-184406.609375,183163.484375,1575.401123046875,-181588.078125,-2801.828125,2818.53125
33,airplane_0660,0,ifgm_dgcnn,184491.171875,1476.7208251953125,-183014.453125,182692.796875,1487.6915283203125,-181205.109375,-1798.375,1809.34375
34,airplane_0661,0,ifgm_dgcnn,168400.15625,1540.1595458984375,-166860.0,167846.734375,1546.40087890625,-166300.328125,-553.421875,559.671875
35,airplane_0662,0,ifgm_dgcnn,149444.03125,1619.4769287109375,-147824.546875,149116.171875,1629.365966796875,-147486.8125,-327.859375,337.734375
36,airplane_0663,0,ifgm_dgcnn,195579.171875,1377.9237060546875,-194201.25,193815.609375,1396.9586181640625,-192418.65625,-1763.5625,1782.59375
37,airplane_0664,0,ifgm_dgcnn,186481.5625,1406.6270751953125,-185074.9375,183381.28125,1432.201904296875,-181949.078125,-3100.28125,3125.859375
38,airplane_0665,0,ifgm_dgcnn,186123.5625,1395.67626953125,-184727.890625,184368.84375,1406.3673095703125,-182962.46875,-1754.71875,1765.421875
39,airplane_0666,0,ifgm_dgcnn,194962.46875,1570.543701171875,-193391.921875,193672.140625,1584.93701171875,-192087.203125,-1290.328125,1304.71875
40,airplane_0667,0,ifgm_dgcnn,193493.109375,1526.807373046875,-191966.296875,190255.96875,1545.291748046875,-188710.671875,-3237.140625,3255.625
41,airplane_0668,0,ifgm_dgcnn,193303.8125,1515.6817626953125,-191788.125,191239.65625,1524.6168212890625,-189715.046875,-2064.15625,2073.078125
42,airplane_0669,0,ifgm_dgcnn,182692.796875,1201.8262939453125,-181490.96875,181463.515625,1205.5809326171875,-180257.9375,-1229.28125,1233.03125
43,airplane_0670,0,ifgm_dgcnn,178882.0,1712.5860595703125,-177169.40625,176860.046875,1727.155029296875,-175132.890625,-2021.953125,2036.515625
44,airplane_0671,0,ifgm_dgcnn,191183.75,1519.36669921875,-189664.390625,188952.78125,1530.0926513671875,-187422.6875,-2230.96875,2241.703125
45,airplane_0672,0,ifgm_dgcnn,193575.546875,1489.7940673828125,-192085.75,191224.75,1503.4808349609375,-189721.265625,-2350.796875,2364.484375
46,airplane_0673,0,ifgm_dgcnn,186601.015625,1362.5496826171875,-185238.46875,183879.671875,1393.4171142578125,-182486.25,-2721.34375,2752.21875
47,airplane_0674,0,ifgm_dgcnn,180467.578125,1554.850830078125,-178912.734375,178964.9375,1568.2744140625,-177396.65625,-1502.640625,1516.078125
48,airplane_0675,0,ifgm_dgcnn,178751.109375,1098.1881103515625,-177652.921875,177395.734375,1109.8421630859375,-176285.890625,-1355.375,1367.03125
49,airplane_0676,0,ifgm_dgcnn,192280.640625,1509.427490234375,-190771.21875,189838.75,1531.9423828125,-188306.8125,-2441.890625,2464.40625
50,airplane_0677,0,ifgm_dgcnn,190296.265625,1497.068603515625,-188799.203125,189301.71875,1502.478759765625,-187799.234375,-994.546875,999.96875
51,airplane_0678,0,ifgm_dgcnn,190654.265625,1540.1956787109375,-189114.0625,188157.5625,1555.423095703125,-186602.140625,-2496.703125,2511.921875
52,airplane_0679,0,ifgm_dgcnn,182592.328125,986.3178100585938,-181606.015625,180859.984375,995.498779296875,-179864.484375,-1732.34375,1741.53125
53,airplane_0680,0,ifgm_dgcnn,172265.640625,1548.852294921875,-170716.78125,171399.65625,1554.9859619140625,-169844.671875,-865.984375,872.109375
54,airplane_0681,0,ifgm_dgcnn,189523.296875,1551.67822265625,-187971.625,185777.78125,1572.015380859375,-184205.765625,-3745.515625,3765.859375
55,airplane_0682,0,ifgm_dgcnn,181778.828125,1498.0052490234375,-180280.828125,179640.953125,1512.35791015625,-178128.59375,-2137.875,2152.234375
56,airplane_0683,0,ifgm_dgcnn,170783.46875,1566.613037109375,-169216.859375,168668.6875,1580.58935546875,-167088.09375,-2114.78125,2128.765625
57,airplane_0684,0,ifgm_dgcnn,195085.453125,1508.9693603515625,-193576.484375,193593.921875,1519.82666015625,-192074.09375,-1491.53125,1502.390625
58,airplane_0685,0,ifgm_dgcnn,195460.8125,1468.143310546875,-193992.671875,193800.6875,1486.127685546875,-192314.5625,-1660.125,1678.109375
59,airplane_0686,0,ifgm_dgcnn,188029.609375,622.7127075195312,-187406.890625,181561.578125,638.8760375976562,-180922.703125,-6468.03125,6484.1875
60,airplane_0687,0,ifgm_dgcnn,193585.28125,1610.955078125,-191974.328125,190952.59375,1619.6898193359375,-189332.90625,-2632.6875,2641.421875
61,airplane_0688,0,ifgm_dgcnn,193653.3125,1509.0433349609375,-192144.265625,190833.28125,1534.9571533203125,-189298.328125,-2820.03125,2845.9375
62,airplane_0689,0,ifgm_dgcnn,194556.828125,1458.816162109375,-193098.015625,193286.890625,1471.6802978515625,-191815.203125,-1269.9375,1282.8125
63,airplane_0690,0,ifgm_dgcnn,190871.90625,1512.3585205078125,-189359.546875,188590.234375,1521.3724365234375,-187068.859375,-2281.671875,2290.6875
64,airplane_0691,0,ifgm_dgcnn,191314.0625,1616.201416015625,-189697.859375,187420.1875,1631.0543212890625,-185789.140625,-3893.875,3908.71875
65,airplane_0692,0,ifgm_dgcnn,193772.90625,1495.84716796875,-192277.0625,190944.203125,1509.447998046875,-189434.75,-2828.703125,2842.3125
66,airplane_0693,0,ifgm_dgcnn,192332.234375,1470.1224365234375,-190862.109375,188769.25,1494.7939453125,-187274.453125,-3562.984375,3587.65625
67,airplane_0694,0,ifgm_dgcnn,193672.140625,1643.23046875,-192028.90625,191250.484375,1668.7135009765625,-189581.765625,-2421.65625,2447.140625
68,airplane_0695,0,ifgm_dgcnn,191183.75,1551.444091796875,-189632.3125,189764.421875,1556.7091064453125,-188207.71875,-1419.328125,1424.59375
69,airplane_0696,0,ifgm_dgcnn,195085.453125,1554.1566162109375,-193531.296875,193227.265625,1573.97607421875,-191653.296875,-1858.1875,1878.0
70,airplane_0697,0,ifgm_dgcnn,192129.484375,1284.7427978515625,-190844.734375,189480.734375,1297.767333984375,-188182.96875,-2648.75,2661.765625
71,airplane_0698,0,ifgm_dgcnn,192608.484375,1389.0771484375,-191219.40625,190513.90625,1403.496337890625,-189110.40625,-2094.578125,2109.0
72,airplane_0699,0,ifgm_dgcnn,191191.28125,1664.3604736328125,-189526.921875,188897.265625,1677.770751953125,-187219.5,-2294.015625,2307.421875
73,airplane_0700,0,ifgm_dgcnn,190833.28125,1334.680419921875,-189498.59375,189039.328125,1341.7904052734375,-187697.53125,-1793.953125,1801.0625
74,airplane_0701,0,ifgm_dgcnn,192758.265625,1492.926025390625,-191265.34375,191150.5625,1507.0264892578125,-189643.53125,-1607.703125,1621.8125
75,airplane_0702,0,ifgm_dgcnn,180369.8125,1560.496337890625,-178809.3125,179211.109375,1571.2391357421875,-177639.875,-1158.703125,1169.4375
76,airplane_0703,0,ifgm_dgcnn,188402.734375,1356.2421875,-187046.5,183950.265625,1369.2294921875,-182581.03125,-4452.46875,4465.46875
77,airplane_0704,0,ifgm_dgcnn,195281.8125,1528.063720703125,-193753.75,193278.609375,1543.802490234375,-191734.8125,-2003.203125,2018.9375
78,airplane_0705,0,ifgm_dgcnn,179973.390625,1506.3936767578125,-178467.0,179207.34375,1519.5087890625,-177687.828125,-766.046875,779.171875
79,airplane_0706,0,ifgm_dgcnn,151551.59375,1449.860595703125,-150101.734375,151306.0625,1457.7054443359375,-149848.359375,-245.53125,253.375
80,airplane_0707,0,ifgm_dgcnn,194755.109375,1480.568359375,-193274.546875,193099.59375,1495.1795654296875,-191604.421875,-1655.515625,1670.125
81,airplane_0708,0,ifgm_dgcnn,191305.65625,1511.3748779296875,-189794.28125,188524.640625,1527.49951171875,-186997.140625,-2781.015625,2797.140625
82,airplane_0709,0,ifgm_dgcnn,185548.375,1359.4398193359375,-184188.9375,183288.75,1369.6300048828125,-181919.125,-2259.625,2269.8125
83,airplane_0710,0,ifgm_dgcnn,191473.53125,1566.1888427734375,-189907.34375,189531.0,1580.684814453125,-187950.3125,-1942.53125,1957.03125
84,airplane_0711,0,ifgm_dgcnn,193644.90625,1483.122314453125,-192161.78125,190971.5625,1502.612548828125,-189468.953125,-2673.34375,2692.828125
85,airplane_0712,0,ifgm_dgcnn,185598.796875,1391.01220703125,-184207.78125,183046.84375,1403.421630859375,-181643.421875,-2551.953125,2564.359375
86,airplane_0713,0,ifgm_dgcnn,194274.421875,1436.3465576171875,-192838.078125,192231.65625,1450.7830810546875,-190780.875,-2042.765625,2057.203125
87,airplane_0714,0,ifgm_dgcnn,194377.84375,1620.625732421875,-192757.21875,192920.609375,1645.0682373046875,-191275.546875,-1457.234375,1481.671875
88,airplane_0715,0,ifgm_dgcnn,187154.859375,1553.886474609375,-185600.96875,182439.703125,1572.212158203125,-180867.484375,-4715.15625,4733.484375
89,airplane_0716,0,ifgm_dgcnn,191050.90625,1547.847412109375,-189503.0625,188376.796875,1565.00439453125,-186811.796875,-2674.109375,2691.265625
90,airplane_0717,0,ifgm_dgcnn,196515.40625,1563.4273681640625,-194951.984375,195213.46875,1581.3896484375,-193632.078125,-1301.9375,1319.90625
91,airplane_0718,0,ifgm_dgcnn,192758.265625,1574.762939453125,-191183.5,190450.359375,1587.5184326171875,-188862.84375,-2307.90625,2320.65625
92,airplane_0719,0,ifgm_dgcnn,193987.40625,1411.0672607421875,-192576.34375,192374.5,1422.4344482421875,-190952.0625,-1612.90625,1624.28125
93,airplane_0720,0,ifgm_dgcnn,192758.265625,1584.013671875,-191174.25,190466.96875,1606.1058349609375,-188860.859375,-2291.296875,2313.390625
94,airplane_0721,0,ifgm_dgcnn,193465.890625,1261.5306396484375,-192204.359375,191191.28125,1271.847412109375,-189919.4375,-2274.609375,2284.921875
95,airplane_0722,0,ifgm_dgcnn,194291.125,1506.13671875,-192784.984375,191191.28125,1531.0078125,-189660.28125,-3099.84375,3124.703125
96,airplane_0723,0,ifgm_dgcnn,148630.625,1608.6982421875,-147021.921875,148421.75,1615.014404296875,-146806.734375,-208.875,215.1875
